0.364585s;I2C, Stop,,,,,,
0.364607s;I2C, Start,,,,,,
0.364620s;I2C, W, Address, 0xd4, Ack,,,
0.364780s;I2C, W, Data, 0x2c, Ack,,,
0.364986s;I2C, Repeat start,,,,,,
0.364999s;I2C, R, Address, 0xd5, Ack,,,
0.365162s;I2C, R, Data, 0x59, Nack,,,
0.365318s;I2C, Stop,,,,,,
0.365347s;I2C, Start,,,,,,
0.365359s;I2C, W, Address, 0xd4, Ack,,,
0.365517s;I2C, W, Data, 0x2d, Ack,,,
0.365724s;I2C, Repeat start,,,,,,
0.365736s;I2C, R, Address, 0xd5, Ack,,,
0.365904s;I2C, R, Data, 0x41, Nack,,,
0.366062s;I2C, Stop,,,,,,
0.366084s;I2C, Start,,,,,,
0.366096s;I2C, W, Address, 0xd4, Ack,,,
0.366256s;I2C, W, Data, 0x1e, Ack,,,
0.366461s;I2C, Repeat start,,,,,,
0.366473s;I2C, R, Address, 0xd5, Ack,,,
0.366637s;I2C, R, Data, 0x06, Nack,,,
0.366793s;I2C, Stop,,,,,,
0.366815s;I2C, Start,,,,,,
0.366828s;I2C, W, Address, 0xd4, Ack,,,
0.366987s;I2C, W, Data, 0x22, Ack,,,
0.367198s;I2C, Repeat start,,,,,,
0.367210s;I2C, R, Address, 0xd5, Ack,,,
0.367385s;I2C, R, Data, 0x47, Nack,,,
0.367536s;I2C, Stop,,,,,,
0.367561s;I2C, Start,,,,,,
0.367573s;I2C, W, Address, 0xd4, Ack,,,
0.367731s;I2C, W, Data, 0x23, Ack,,,
0.367938s;I2C, Repeat start,,,,,,
0.367950s;I2C, R, Address, 0xd5, Ack,,,
0.368122s;I2C, R, Data, 0x01, Nack,,,
0.368273s;I2C, Stop,,,,,,
0.368298s;I2C, Start,,,,,,
0.368310s;I2C, W, Address, 0xd4, Ack,,,
0.368470s;I2C, W, Data, 0x24, Ack,,,
0.368677s;I2C, Repeat start,,,,,,
0.368689s;I2C, R, Address, 0xd5, Ack,,,
0.368855s;I2C, R, Data, 0x45, Nack,,,
0.369009s;I2C, Stop,,,,,,
0.369031s;I2C, Start,,,,,,
0.369043s;I2C, W, Address, 0xd4, Ack,,,
0.369203s;I2C, W, Data, 0x25, Ack,,,
0.369414s;I2C, Repeat start,,,,,,
0.369426s;I2C, R, Address, 0xd5, Ack,,,
0.369590s;I2C, R, Data, 0x00, Nack,,,
0.369746s;I2C, Stop,,,,,,
0.369768s;I2C, Start,,,,,,
0.369781s;I2C, W, Address, 0xd4, Ack,,,
0.369940s;I2C, W, Data, 0x26, Ack,,,
0.370158s;I2C, Repeat start,,,,,,
0.370170s;I2C, R, Address, 0xd5, Ack,,,
0.370338s;I2C, R, Data, 0x2f, Nack,,,
0.370489s;I2C, Stop,,,,,,
0.370514s;I2C, Start,,,,,,
0.370526s;I2C, W, Address, 0xd4, Ack,,,
0.370684s;I2C, W, Data, 0x27, Ack,,,
0.370891s;I2C, Repeat start,,,,,,
0.370903s;I2C, R, Address, 0xd5, Ack,,,
0.371065s;I2C, R, Data, 0xff, Nack,,,
0.371220s;I2C, Stop,,,,,,
0.371397s;I2C, Start,,,,,,
0.371411s;I2C, W, Address, 0x3c, Ack,,,
0.371569s;I2C, W, Data, 0x68, Ack,,,
0.371775s;I2C, Repeat start,,,,,,
0.371788s;I2C, R, Address, 0x3d, Ack,,,
0.371954s;I2C, R, Data, 0x18, Nack,,,
0.372113s;I2C, Stop,,,,,,
0.372136s;I2C, Start,,,,,,
0.372148s;I2C, W, Address, 0x3c, Ack,,,
0.372308s;I2C, W, Data, 0x69, Ack,,,
0.372511s;I2C, Repeat start,,,,,,
0.372523s;I2C, R, Address, 0x3d, Ack,,,
0.372689s;I2C, R, Data, 0x00, Nack,,,
0.372840s;I2C, Stop,,,,,,
0.372863s;I2C, Start,,,,,,
0.372875s;I2C, W, Address, 0x3c, Ack,,,
0.373041s;I2C, W, Data, 0x6a, Ack,,,
0.373248s;I2C, Repeat start,,,,,,
0.373260s;I2C, R, Address, 0x3d, Ack,,,
0.373430s;I2C, R, Data, 0x36, Nack,,,
0.373586s;I2C, Stop,,,,,,
0.373608s;I2C, Start,,,,,,
0.373621s;I2C, W, Address, 0x3c, Ack,,,
0.373780s;I2C, W, Data, 0x6b, Ack,,,
0.373989s;I2C, Repeat start,,,,,,
0.374004s;I2C, R, Address, 0x3d, Ack,,,
0.374168s;I2C, R, Data, 0x00, Nack,,,
0.374321s;I2C, Stop,,,,,,
0.374344s;I2C, Start,,,,,,
0.374356s;I2C, W, Address, 0x3c, Ack,,,
0.374516s;I2C, W, Data, 0x6c, Ack,,,
0.374721s;I2C, Repeat start,,,,,,
0.374733s;I2C, R, Address, 0x3d, Ack,,,
0.374897s;I2C, R, Data, 0x26, Nack,,,
0.375052s;I2C, Stop,,,,,,
0.375073s;I2C, Start,,,,,,
0.375085s;I2C, W, Address, 0x3c, Ack,,,
0.375249s;I2C, W, Data, 0x6d, Ack,,,
0.375456s;I2C, Repeat start,,,,,,
0.375468s;I2C, R, Address, 0x3d, Ack,,,
0.375636s;I2C, R, Data, 0xfe, Nack,,,
0.375788s;I2C, Stop,,,,,,
0.395975s;I2C, Start,,,,,,
0.395989s;I2C, W, Address, 0xd4, Ack,,,
0.396147s;I2C, W, Data, 0x1e, Ack,,,
0.396354s;I2C, Repeat start,,,,,,
0.396366s;I2C, R, Address, 0xd5, Ack,,,
0.396534s;I2C, R, Data, 0x07, Nack,,,
0.396685s;I2C, Stop,,,,,,
0.396710s;I2C, Start,,,,,,
0.396722s;I2C, W, Address, 0xd4, Ack,,,
0.396882s;I2C, W, Data, 0x28, Ack,,,
0.397107s;I2C, Repeat start,,,,,,
0.397119s;I2C, R, Address, 0xd5, Ack,,,
0.397292s;I2C, R, Data, 0x7e, Nack,,,
0.397447s;I2C, Stop,,,,,,
0.397470s;I2C, Start,,,,,,
0.397482s;I2C, W, Address, 0xd4, Ack,,,
0.397642s;I2C, W, Data, 0x29, Ack,,,
0.397847s;I2C, Repeat start,,,,,,
0.397859s;I2C, R, Address, 0xd5, Ack,,,
0.398027s;I2C, R, Data, 0x01, Nack,,,
0.398182s;I2C, Stop,,,,,,
0.398205s;I2C, Start,,,,,,
0.398217s;I2C, W, Address, 0xd4, Ack,,,
0.398377s;I2C, W, Data, 0x2a, Ack,,,
0.398580s;I2C, Repeat start,,,,,,
0.398592s;I2C, R, Address, 0xd5, Ack,,,
0.398758s;I2C, R, Data, 0x71, Nack,,,
0.398909s;I2C, Stop,,,,,,
0.398932s;I2C, Start,,,,,,
0.398944s;I2C, W, Address, 0xd4, Ack,,,
0.399104s;I2C, W, Data, 0x2b, Ack,,,
0.399327s;I2C, Repeat start,,,,,,
0.399340s;I2C, R, Address, 0xd5, Ack,,,
0.399503s;I2C, R, Data, 0x00, Nack,,,
0.399659s;I2C, Stop,,,,,,
0.399682s;I2C, Start,,,,,,
0.399694s;I2C, W, Address, 0xd4, Ack,,,
0.399854s;I2C, W, Data, 0x2c, Ack,,,
0.400069s;I2C, Repeat start,,,,,,
0.400081s;I2C, R, Address, 0xd5, Ack,,,
0.400247s;I2C, R, Data, 0x5a, Nack,,,
0.400400s;I2C, Stop,,,,,,
0.400423s;I2C, Start,,,,,,
0.400435s;I2C, W, Address, 0xd4, Ack,,,
0.400593s;I2C, W, Data, 0x2d, Ack,,,
0.400800s;I2C, Repeat start,,,,,,
0.400812s;I2C, R, Address, 0xd5, Ack,,,
0.400976s;I2C, R, Data, 0x41, Nack,,,
0.401129s;I2C, Stop,,,,,,
0.401152s;I2C, Start,,,,,,
0.401164s;I2C, W, Address, 0xd4, Ack,,,
0.401330s;I2C, W, Data, 0x1e, Ack,,,
0.401537s;I2C, Repeat start,,,,,,
0.401549s;I2C, R, Address, 0xd5, Ack,,,
0.401713s;I2C, R, Data, 0x06, Nack,,,
0.401867s;I2C, Stop,,,,,,
0.401891s;I2C, Start,,,,,,
0.401904s;I2C, W, Address, 0xd4, Ack,,,
0.402067s;I2C, W, Data, 0x22, Ack,,,
0.402270s;I2C, Repeat start,,,,,,
0.402282s;I2C, R, Address, 0xd5, Ack,,,
0.402446s;I2C, R, Data, 0x46, Nack,,,
0.402602s;I2C, Stop,,,,,,
0.402625s;I2C, Start,,,,,,
0.402637s;I2C, W, Address, 0xd4, Ack,,,
0.402797s;I2C, W, Data, 0x23, Ack,,,
0.403010s;I2C, Repeat start,,,,,,
0.403022s;I2C, R, Address, 0xd5, Ack,,,
0.403188s;I2C, R, Data, 0x01, Nack,,,
0.403347s;I2C, Stop,,,,,,
0.403372s;I2C, Start,,,,,,
0.403384s;I2C, W, Address, 0xd4, Ack,,,
0.403544s;I2C, W, Data, 0x24, Ack,,,
0.403751s;I2C, Repeat start,,,,,,
0.403763s;I2C, R, Address, 0xd5, Ack,,,
0.403931s;I2C, R, Data, 0x51, Nack,,,
0.404087s;I2C, Stop,,,,,,
0.404109s;I2C, Start,,,,,,
0.404122s;I2C, W, Address, 0xd4, Ack,,,
0.404281s;I2C, W, Data, 0x25, Ack,,,
0.404486s;I2C, Repeat start,,,,,,
0.404498s;I2C, R, Address, 0xd5, Ack,,,
0.404664s;I2C, R, Data, 0x00, Nack,,,
0.404816s;I2C, Stop,,,,,,
0.404838s;I2C, Start,,,,,,
0.404851s;I2C, W, Address, 0xd4, Ack,,,
0.405010s;I2C, W, Data, 0x26, Ack,,,
0.405219s;I2C, Repeat start,,,,,,
0.405232s;I2C, R, Address, 0xd5, Ack,,,
0.405395s;I2C, R, Data, 0x2c, Nack,,,
0.405551s;I2C, Stop,,,,,,
0.405574s;I2C, Start,,,,,,
0.405586s;I2C, W, Address, 0xd4, Ack,,,
0.405746s;I2C, W, Data, 0x27, Ack,,,
0.405965s;I2C, Repeat start,,,,,,
0.405977s;I2C, R, Address, 0xd5, Ack,,,
0.406153s;I2C, R, Data, 0xff, Nack,,,
0.406305s;I2C, Stop,,,,,,
0.406477s;I2C, Start,,,,,,
0.406489s;I2C, W, Address, 0x3c, Ack,,,
0.406649s;I2C, W, Data, 0x68, Ack,,,
0.406856s;I2C, Repeat start,,,,,,
0.406868s;I2C, R, Address, 0x3d, Ack,,,
0.407036s;I2C, R, Data, 0x1a, Nack,,,
0.407187s;I2C, Stop,,,,,,
0.407218s;I2C, Start,,,,,,
0.407230s;I2C, W, Address, 0x3c, Ack,,,
0.407390s;I2C, W, Data, 0x69, Ack,,,
0.407595s;I2C, Repeat start,,,,,,
0.407607s;I2C, R, Address, 0x3d, Ack,,,
0.407775s;I2C, R, Data, 0x00, Nack,,,
0.407933s;I2C, Stop,,,,,,
0.407955s;I2C, Start,,,,,,
0.407968s;I2C, W, Address, 0x3c, Ack,,,
0.408127s;I2C, W, Data, 0x6a, Ack,,,
0.408334s;I2C, Repeat start,,,,,,
0.408347s;I2C, R, Address, 0x3d, Ack,,,
0.408510s;I2C, R, Data, 0x36, Nack,,,
0.408666s;I2C, Stop,,,,,,
0.408687s;I2C, Start,,,,,,
0.408699s;I2C, W, Address, 0x3c, Ack,,,
0.408859s;I2C, W, Data, 0x6b, Ack,,,
0.409070s;I2C, Repeat start,,,,,,
0.409082s;I2C, R, Address, 0x3d, Ack,,,
0.409254s;I2C, R, Data, 0x00, Nack,,,
0.409407s;I2C, Stop,,,,,,
0.409432s;I2C, Start,,,,,,
0.409444s;I2C, W, Address, 0x3c, Ack,,,
0.409602s;I2C, W, Data, 0x6c, Ack,,,
0.409809s;I2C, Repeat start,,,,,,
0.409821s;I2C, R, Address, 0x3d, Ack,,,
0.410030s;I2C, R, Data, 0x25, Nack,,,
0.410182s;I2C, Stop,,,,,,
0.410206s;I2C, Start,,,,,,
0.410218s;I2C, W, Address, 0x3c, Ack,,,
0.410376s;I2C, W, Data, 0x6d, Ack,,,
0.410583s;I2C, Repeat start,,,,,,
0.410595s;I2C, R, Address, 0x3d, Ack,,,
0.410757s;I2C, R, Data, 0xfe, Nack,,,
0.410913s;I2C, Stop,,,,,,
0.431956s;I2C, Start,,,,,,
0.431968s;I2C, W, Address, 0xd4, Ack,,,
0.432128s;I2C, W, Data, 0x1e, Ack,,,
0.432333s;I2C, Repeat start,,,,,,
0.432345s;I2C, R, Address, 0xd5, Ack,,,
0.432511s;I2C, R, Data, 0x07, Nack,,,
0.432665s;I2C, Stop,,,,,,
0.432687s;I2C, Start,,,,,,
0.432699s;I2C, W, Address, 0xd4, Ack,,,
0.432859s;I2C, W, Data, 0x28, Ack,,,
0.433070s;I2C, Repeat start,,,,,,
0.433082s;I2C, R, Address, 0xd5, Ack,,,
0.433254s;I2C, R, Data, 0x82, Nack,,,
0.433410s;I2C, Stop,,,,,,
0.433433s;I2C, Start,,,,,,
0.433445s;I2C, W, Address, 0xd4, Ack,,,
0.433605s;I2C, W, Data, 0x29, Ack,,,
0.433807s;I2C, Repeat start,,,,,,
0.433820s;I2C, R, Address, 0xd5, Ack,,,
0.433988s;I2C, R, Data, 0x01, Nack,,,
0.434143s;I2C, Stop,,,,,,
0.434166s;I2C, Start,,,,,,
0.434178s;I2C, W, Address, 0xd4, Ack,,,
0.434338s;I2C, W, Data, 0x2a, Ack,,,
0.434545s;I2C, Repeat start,,,,,,
0.434557s;I2C, R, Address, 0xd5, Ack,,,
0.434721s;I2C, R, Data, 0x7a, Nack,,,
0.434876s;I2C, Stop,,,,,,
0.434897s;I2C, Start,,,,,,
0.434909s;I2C, W, Address, 0xd4, Ack,,,
0.435069s;I2C, W, Data, 0x2b, Ack,,,
0.435282s;I2C, Repeat start,,,,,,
0.435294s;I2C, R, Address, 0xd5, Ack,,,
0.435458s;I2C, R, Data, 0x00, Nack,,,
0.435612s;I2C, Stop,,,,,,
0.435634s;I2C, Start,,,,,,
0.435646s;I2C, W, Address, 0xd4, Ack,,,
0.435806s;I2C, W, Data, 0x2c, Ack,,,
0.436025s;I2C, Repeat start,,,,,,
0.436038s;I2C, R, Address, 0xd5, Ack,,,
0.436201s;I2C, R, Data, 0x6e, Nack,,,
0.436357s;I2C, Stop,,,,,,
0.436380s;I2C, Start,,,,,,
0.436392s;I2C, W, Address, 0xd4, Ack,,,
0.436552s;I2C, W, Data, 0x2d, Ack,,,
0.436754s;I2C, Repeat start,,,,,,
0.436767s;I2C, R, Address, 0xd5, Ack,,,
0.436933s;I2C, R, Data, 0x41, Nack,,,
0.437084s;I2C, Stop,,,,,,
0.437107s;I2C, Start,,,,,,
0.437119s;I2C, W, Address, 0xd4, Ack,,,
0.437287s;I2C, W, Data, 0x1e, Ack,,,
0.437494s;I2C, Repeat start,,,,,,
0.437506s;I2C, R, Address, 0xd5, Ack,,,
0.437672s;I2C, R, Data, 0x06, Nack,,,
0.437830s;I2C, Stop,,,,,,
0.437854s;I2C, Start,,,,,,
0.437866s;I2C, W, Address, 0xd4, Ack,,,
0.438026s;I2C, W, Data, 0x22, Ack,,,
0.438229s;I2C, Repeat start,,,,,,
0.438241s;I2C, R, Address, 0xd5, Ack,,,
0.438405s;I2C, R, Data, 0x4b, Nack,,,
0.438561s;I2C, Stop,,,,,,
0.438581s;I2C, Start,,,,,,
0.438594s;I2C, W, Address, 0xd4, Ack,,,
0.438753s;I2C, W, Data, 0x23, Ack,,,
0.438985s;I2C, Repeat start,,,,,,
0.438997s;I2C, R, Address, 0xd5, Ack,,,
0.439167s;I2C, R, Data, 0x01, Nack,,,
0.439323s;I2C, Stop,,,,,,
0.439345s;I2C, Start,,,,,,
0.439357s;I2C, W, Address, 0xd4, Ack,,,
0.439517s;I2C, W, Data, 0x24, Ack,,,
0.439720s;I2C, Repeat start,,,,,,
0.439732s;I2C, R, Address, 0xd5, Ack,,,
0.439900s;I2C, R, Data, 0x47, Nack,,,
0.440056s;I2C, Stop,,,,,,
0.440078s;I2C, Start,,,,,,
0.440091s;I2C, W, Address, 0xd4, Ack,,,
0.440250s;I2C, W, Data, 0x25, Ack,,,
0.440453s;I2C, Repeat start,,,,,,
0.440465s;I2C, R, Address, 0xd5, Ack,,,
0.440631s;I2C, R, Data, 0x00, Nack,,,
0.440783s;I2C, Stop,,,,,,
0.440805s;I2C, Start,,,,,,
0.440818s;I2C, W, Address, 0xd4, Ack,,,
0.440977s;I2C, W, Data, 0x26, Ack,,,
0.441203s;I2C, Repeat start,,,,,,
0.441215s;I2C, R, Address, 0xd5, Ack,,,
0.441379s;I2C, R, Data, 0x2f, Nack,,,
0.441532s;I2C, Stop,,,,,,
0.441555s;I2C, Start,,,,,,
0.441567s;I2C, W, Address, 0xd4, Ack,,,
0.441727s;I2C, W, Data, 0x27, Ack,,,
0.441942s;I2C, Repeat start,,,,,,
0.441954s;I2C, R, Address, 0xd5, Ack,,,
0.442120s;I2C, R, Data, 0xff, Nack,,,
0.442274s;I2C, Stop,,,,,,
0.442442s;I2C, Start,,,,,,
0.442454s;I2C, W, Address, 0x3c, Ack,,,
0.442614s;I2C, W, Data, 0x68, Ack,,,
0.442821s;I2C, Repeat start,,,,,,
0.442833s;I2C, R, Address, 0x3d, Ack,,,
0.442997s;I2C, R, Data, 0x1a, Nack,,,
0.443156s;I2C, Stop,,,,,,
0.443181s;I2C, Start,,,,,,
0.443193s;I2C, W, Address, 0x3c, Ack,,,
0.443353s;I2C, W, Data, 0x69, Ack,,,
0.443558s;I2C, Repeat start,,,,,,
0.443570s;I2C, R, Address, 0x3d, Ack,,,
0.443738s;I2C, R, Data, 0x00, Nack,,,
0.444099s;I2C, Stop,,,,,,
0.444123s;I2C, Start,,,,,,
0.444135s;I2C, W, Address, 0x3c, Ack,,,
0.444293s;I2C, W, Data, 0x6a, Ack,,,
0.444500s;I2C, Repeat start,,,,,,
0.444512s;I2C, R, Address, 0x3d, Ack,,,
0.444678s;I2C, R, Data, 0x35, Nack,,,
0.444832s;I2C, Stop,,,,,,
0.444854s;I2C, Start,,,,,,
0.444867s;I2C, W, Address, 0x3c, Ack,,,
0.445030s;I2C, W, Data, 0x6b, Ack,,,
0.445245s;I2C, Repeat start,,,,,,
0.445258s;I2C, R, Address, 0x3d, Ack,,,
0.445422s;I2C, R, Data, 0x00, Nack,,,
0.445577s;I2C, Stop,,,,,,
0.445600s;I2C, Start,,,,,,
0.445612s;I2C, W, Address, 0x3c, Ack,,,
0.445774s;I2C, W, Data, 0x6c, Ack,,,
0.445981s;I2C, Repeat start,,,,,,
0.445993s;I2C, R, Address, 0x3d, Ack,,,
0.446157s;I2C, R, Data, 0x22, Nack,,,
0.446310s;I2C, Stop,,,,,,
0.446333s;I2C, Start,,,,,,
0.446345s;I2C, W, Address, 0x3c, Ack,,,
0.446505s;I2C, W, Data, 0x6d, Ack,,,
0.446712s;I2C, Repeat start,,,,,,
0.446724s;I2C, R, Address, 0x3d, Ack,,,
0.446888s;I2C, R, Data, 0xfe, Nack,,,
0.447044s;I2C, Stop,,,,,,
0.467810s;I2C, Start,,,,,,
0.467823s;I2C, W, Address, 0xd4, Ack,,,
0.467982s;I2C, W, Data, 0x1e, Ack,,,
0.468185s;I2C, Repeat start,,,,,,
0.468197s;I2C, R, Address, 0xd5, Ack,,,
0.468361s;I2C, R, Data, 0x07, Nack,,,
0.468517s;I2C, Stop,,,,,,
0.468539s;I2C, Start,,,,,,
0.468552s;I2C, W, Address, 0xd4, Ack,,,
0.468711s;I2C, W, Data, 0x28, Ack,,,
0.468937s;I2C, Repeat start,,,,,,
0.468949s;I2C, R, Address, 0xd5, Ack,,,
0.469139s;I2C, R, Data, 0x81, Nack,,,
0.469301s;I2C, Stop,,,,,,
0.469324s;I2C, Start,,,,,,
0.469338s;I2C, W, Address, 0xd4, Ack,,,
0.469496s;I2C, W, Data, 0x29, Ack,,,
0.469703s;I2C, Repeat start,,,,,,
0.469715s;I2C, R, Address, 0xd5, Ack,,,
0.469883s;I2C, R, Data, 0x01, Nack,,,
0.470039s;I2C, Stop,,,,,,
0.470061s;I2C, Start,,,,,,
0.470073s;I2C, W, Address, 0xd4, Ack,,,
0.470233s;I2C, W, Data, 0x2a, Ack,,,
0.470436s;I2C, Repeat start,,,,,,
0.470448s;I2C, R, Address, 0xd5, Ack,,,
0.470614s;I2C, R, Data, 0x7a, Nack,,,
0.470766s;I2C, Stop,,,,,,
0.470788s;I2C, Start,,,,,,
0.470800s;I2C, W, Address, 0xd4, Ack,,,
0.470960s;I2C, W, Data, 0x2b, Ack,,,
0.471173s;I2C, Repeat start,,,,,,
0.471185s;I2C, R, Address, 0xd5, Ack,,,
0.471349s;I2C, R, Data, 0x00, Nack,,,
0.471505s;I2C, Stop,,,,,,
0.471527s;I2C, Start,,,,,,
0.471540s;I2C, W, Address, 0xd4, Ack,,,
0.471699s;I2C, W, Data, 0x2c, Ack,,,
0.471919s;I2C, Repeat start,,,,,,
0.471931s;I2C, R, Address, 0xd5, Ack,,,
0.472099s;I2C, R, Data, 0x5b, Nack,,,
0.472250s;I2C, Stop,,,,,,
0.472273s;I2C, Start,,,,,,
0.472287s;I2C, W, Address, 0xd4, Ack,,,
0.472445s;I2C, W, Data, 0x2d, Ack,,,
0.472652s;I2C, Repeat start,,,,,,
0.472664s;I2C, R, Address, 0xd5, Ack,,,
0.472826s;I2C, R, Data, 0x41, Nack,,,
0.472982s;I2C, Stop,,,,,,
0.473004s;I2C, Start,,,,,,
0.473016s;I2C, W, Address, 0xd4, Ack,,,
0.473182s;I2C, W, Data, 0x1e, Ack,,,
0.473387s;I2C, Repeat start,,,,,,
0.473399s;I2C, R, Address, 0xd5, Ack,,,
0.473563s;I2C, R, Data, 0x06, Nack,,,
0.473719s;I2C, Stop,,,,,,
0.473747s;I2C, Start,,,,,,
0.473760s;I2C, W, Address, 0xd4, Ack,,,
0.473919s;I2C, W, Data, 0x22, Ack,,,
0.474122s;I2C, Repeat start,,,,,,
0.474135s;I2C, R, Address, 0xd5, Ack,,,
0.474298s;I2C, R, Data, 0x48, Nack,,,
0.474454s;I2C, Stop,,,,,,
0.474477s;I2C, Start,,,,,,
0.474489s;I2C, W, Address, 0xd4, Ack,,,
0.474649s;I2C, W, Data, 0x23, Ack,,,
0.474860s;I2C, Repeat start,,,,,,
0.474872s;I2C, R, Address, 0xd5, Ack,,,
0.475044s;I2C, R, Data, 0x01, Nack,,,
0.475197s;I2C, Stop,,,,,,
0.475220s;I2C, Start,,,,,,
0.475234s;I2C, W, Address, 0xd4, Ack,,,
0.475392s;I2C, W, Data, 0x24, Ack,,,
0.475599s;I2C, Repeat start,,,,,,
0.475611s;I2C, R, Address, 0xd5, Ack,,,
0.475783s;I2C, R, Data, 0x46, Nack,,,
0.475935s;I2C, Stop,,,,,,
0.475959s;I2C, Start,,,,,,
0.475972s;I2C, W, Address, 0xd4, Ack,,,
0.476129s;I2C, W, Data, 0x25, Ack,,,
0.476336s;I2C, Repeat start,,,,,,
0.476348s;I2C, R, Address, 0xd5, Ack,,,
0.476514s;I2C, R, Data, 0x00, Nack,,,
0.476668s;I2C, Stop,,,,,,
0.476690s;I2C, Start,,,,,,
0.476703s;I2C, W, Address, 0xd4, Ack,,,
0.476862s;I2C, W, Data, 0x26, Ack,,,
0.477073s;I2C, Repeat start,,,,,,
0.477086s;I2C, R, Address, 0xd5, Ack,,,
0.477250s;I2C, R, Data, 0x27, Nack,,,
0.477405s;I2C, Stop,,,,,,
0.477428s;I2C, Start,,,,,,
0.477440s;I2C, W, Address, 0xd4, Ack,,,
0.477600s;I2C, W, Data, 0x27, Ack,,,
0.477817s;I2C, Repeat start,,,,,,
0.477829s;I2C, R, Address, 0xd5, Ack,,,
0.477995s;I2C, R, Data, 0xff, Nack,,,
0.478149s;I2C, Stop,,,,,,
0.478319s;I2C, Start,,,,,,
0.478331s;I2C, W, Address, 0x3c, Ack,,,
0.478491s;I2C, W, Data, 0x68, Ack,,,
0.478695s;I2C, Repeat start,,,,,,
0.478708s;I2C, R, Address, 0x3d, Ack,,,
0.478872s;I2C, R, Data, 0x1a, Nack,,,
0.479033s;I2C, Stop,,,,,,
0.479056s;I2C, Start,,,,,,
0.479070s;I2C, W, Address, 0x3c, Ack,,,
0.479228s;I2C, W, Data, 0x69, Ack,,,
0.479435s;I2C, Repeat start,,,,,,
0.479447s;I2C, R, Address, 0x3d, Ack,,,
0.479613s;I2C, R, Data, 0x00, Nack,,,
0.479771s;I2C, Stop,,,,,,
0.479795s;I2C, Start,,,,,,
0.479807s;I2C, W, Address, 0x3c, Ack,,,
0.479967s;I2C, W, Data, 0x6a, Ack,,,
0.480170s;I2C, Repeat start,,,,,,
0.480182s;I2C, R, Address, 0x3d, Ack,,,
0.480348s;I2C, R, Data, 0x35, Nack,,,
0.480500s;I2C, Stop,,,,,,
0.480522s;I2C, Start,,,,,,
0.480535s;I2C, W, Address, 0x3c, Ack,,,
0.480694s;I2C, W, Data, 0x6b, Ack,,,
0.480905s;I2C, Repeat start,,,,,,
0.480918s;I2C, R, Address, 0x3d, Ack,,,
0.481087s;I2C, R, Data, 0x00, Nack,,,
0.481243s;I2C, Stop,,,,,,
0.481266s;I2C, Start,,,,,,
0.481278s;I2C, W, Address, 0x3c, Ack,,,
0.481438s;I2C, W, Data, 0x6c, Ack,,,
0.481642s;I2C, Repeat start,,,,,,
0.481655s;I2C, R, Address, 0x3d, Ack,,,
0.481825s;I2C, R, Data, 0x20, Nack,,,
0.481978s;I2C, Stop,,,,,,
0.482001s;I2C, Start,,,,,,
0.482013s;I2C, W, Address, 0x3c, Ack,,,
0.482173s;I2C, W, Data, 0x6d, Ack,,,
0.482380s;I2C, Repeat start,,,,,,
0.482392s;I2C, R, Address, 0x3d, Ack,,,
0.482554s;I2C, R, Data, 0xfe, Nack,,,
0.482710s;I2C, Stop,,,,,,
0.503708s;I2C, Start,,,,,,
0.503720s;I2C, W, Address, 0xd4, Ack,,,
0.503880s;I2C, W, Data, 0x1e, Ack,,,
0.504087s;I2C, Repeat start,,,,,,
0.504099s;I2C, R, Address, 0xd5, Ack,,,
0.504261s;I2C, R, Data, 0x07, Nack,,,
0.504416s;I2C, Stop,,,,,,
0.504439s;I2C, Start,,,,,,
0.504451s;I2C, W, Address, 0xd4, Ack,,,
0.504611s;I2C, W, Data, 0x28, Ack,,,
0.504842s;I2C, Repeat start,,,,,,
0.504855s;I2C, R, Address, 0xd5, Ack,,,
0.505033s;I2C, R, Data, 0x8a, Nack,,,
0.505186s;I2C, Stop,,,,,,
0.505209s;I2C, Start,,,,,,
0.505221s;I2C, W, Address, 0xd4, Ack,,,
0.505381s;I2C, W, Data, 0x29, Ack,,,
0.505586s;I2C, Repeat start,,,,,,
0.505598s;I2C, R, Address, 0xd5, Ack,,,
0.506501s;I2C, R, Data, 0x01, Nack,,,
0.506657s;I2C, Stop,,,,,,
0.506679s;I2C, Start,,,,,,
0.506692s;I2C, W, Address, 0xd4, Ack,,,
0.506851s;I2C, W, Data, 0x2a, Ack,,,
0.507064s;I2C, Repeat start,,,,,,
0.507077s;I2C, R, Address, 0xd5, Ack,,,
0.507240s;I2C, R, Data, 0x77, Nack,,,
0.507394s;I2C, Stop,,,,,,
0.507417s;I2C, Start,,,,,,
0.507429s;I2C, W, Address, 0xd4, Ack,,,
0.507589s;I2C, W, Data, 0x2b, Ack,,,
0.508537s;I2C, Repeat start,,,,,,
0.508549s;I2C, R, Address, 0xd5, Ack,,,
0.508713s;I2C, R, Data, 0x00, Nack,,,
0.508869s;I2C, Stop,,,,,,
0.508891s;I2C, Start,,,,,,
0.508903s;I2C, W, Address, 0xd4, Ack,,,
0.509069s;I2C, W, Data, 0x2c, Ack,,,
0.509276s;I2C, Repeat start,,,,,,
0.509288s;I2C, R, Address, 0xd5, Ack,,,
0.509452s;I2C, R, Data, 0x5b, Nack,,,
0.509606s;I2C, Stop,,,,,,
0.509628s;I2C, Start,,,,,,
0.509641s;I2C, W, Address, 0xd4, Ack,,,
