1.157024s;I2C, W, Data, 0x2b, Ack,,,
1.157237s;I2C, Repeat start,,,,,,
1.157249s;I2C, R, Address, 0xd5, Ack,,,
1.157417s;I2C, R, Data, 0x00, Nack,,,
1.157569s;I2C, Stop,,,,,,
1.157593s;I2C, Start,,,,,,
1.157605s;I2C, W, Address, 0xd4, Ack,,,
1.157763s;I2C, W, Data, 0x2c, Ack,,,
1.158046s;I2C, Repeat start,,,,,,
1.158058s;I2C, R, Address, 0xd5, Ack,,,
1.158226s;I2C, R, Data, 0x65, Nack,,,
1.158377s;I2C, Stop,,,,,,
1.158402s;I2C, Start,,,,,,
1.158414s;I2C, W, Address, 0xd4, Ack,,,
1.158572s;I2C, W, Data, 0x2d, Ack,,,
1.158779s;I2C, Repeat start,,,,,,
1.158791s;I2C, R, Address, 0xd5, Ack,,,
1.158953s;I2C, R, Data, 0x41, Nack,,,
1.159109s;I2C, Stop,,,,,,
1.159137s;I2C, Start,,,,,,
1.159150s;I2C, W, Address, 0xd4, Ack,,,
1.159309s;I2C, W, Data, 0x1e, Ack,,,
1.159516s;I2C, Repeat start,,,,,,
1.159528s;I2C, R, Address, 0xd5, Ack,,,
1.159692s;I2C, R, Data, 0x06, Nack,,,
1.159850s;I2C, Stop,,,,,,
1.159875s;I2C, Start,,,,,,
1.159887s;I2C, W, Address, 0xd4, Ack,,,
1.160053s;I2C, W, Data, 0x22, Ack,,,
1.160260s;I2C, Repeat start,,,,,,
1.160272s;I2C, R, Address, 0xd5, Ack,,,
1.160440s;I2C, R, Data, 0x3a, Nack,,,
1.160591s;I2C, Stop,,,,,,
1.160614s;I2C, Start,,,,,,
1.160628s;I2C, W, Address, 0xd4, Ack,,,
1.160786s;I2C, W, Data, 0x23, Ack,,,
1.160993s;I2C, Repeat start,,,,,,
1.161005s;I2C, R, Address, 0xd5, Ack,,,
1.161179s;I2C, R, Data, 0x01, Nack,,,
1.161331s;I2C, Stop,,,,,,
1.161355s;I2C, Start,,,,,,
1.161368s;I2C, W, Address, 0xd4, Ack,,,
1.161527s;I2C, W, Data, 0x24, Ack,,,
1.161734s;I2C, Repeat start,,,,,,
1.161746s;I2C, R, Address, 0xd5, Ack,,,
1.161947s;I2C, R, Data, 0x43, Nack,,,
1.162103s;I2C, Stop,,,,,,
1.162125s;I2C, Start,,,,,,
1.162138s;I2C, W, Address, 0xd4, Ack,,,
1.162297s;I2C, W, Data, 0x25, Ack,,,
1.162500s;I2C, Repeat start,,,,,,
1.162512s;I2C, R, Address, 0xd5, Ack,,,
1.162678s;I2C, R, Data, 0x00, Nack,,,
1.162830s;I2C, Stop,,,,,,
1.162852s;I2C, Start,,,,,,
1.162865s;I2C, W, Address, 0xd4, Ack,,,
1.163033s;I2C, W, Data, 0x26, Ack,,,
1.163248s;I2C, Repeat start,,,,,,
1.163260s;I2C, R, Address, 0xd5, Ack,,,
1.163424s;I2C, R, Data, 0x2c, Nack,,,
1.163577s;I2C, Stop,,,,,,
1.163600s;I2C, Start,,,,,,
1.163612s;I2C, W, Address, 0xd4, Ack,,,
1.163772s;I2C, W, Data, 0x27, Ack,,,
1.163983s;I2C, Repeat start,,,,,,
1.163995s;I2C, R, Address, 0xd5, Ack,,,
1.164159s;I2C, R, Data, 0xff, Nack,,,
1.164313s;I2C, Stop,,,,,,
1.164485s;I2C, Start,,,,,,
1.164497s;I2C, W, Address, 0x3c, Ack,,,
1.164655s;I2C, W, Data, 0x68, Ack,,,
1.164861s;I2C, Repeat start,,,,,,
1.164874s;I2C, R, Address, 0x3d, Ack,,,
1.165040s;I2C, R, Data, 0x19, Nack,,,
1.165201s;I2C, Stop,,,,,,
1.165224s;I2C, Start,,,,,,
1.165236s;I2C, W, Address, 0x3c, Ack,,,
1.165396s;I2C, W, Data, 0x69, Ack,,,
1.165599s;I2C, Repeat start,,,,,,
1.165611s;I2C, R, Address, 0x3d, Ack,,,
1.165781s;I2C, R, Data, 0x00, Nack,,,
1.165939s;I2C, Stop,,,,,,
1.165963s;I2C, Start,,,,,,
1.165976s;I2C, W, Address, 0x3c, Ack,,,
1.166133s;I2C, W, Data, 0x6a, Ack,,,
1.166340s;I2C, Repeat start,,,,,,
1.166352s;I2C, R, Address, 0x3d, Ack,,,
1.166518s;I2C, R, Data, 0x34, Nack,,,
1.166672s;I2C, Stop,,,,,,
1.166694s;I2C, Start,,,,,,
1.166707s;I2C, W, Address, 0x3c, Ack,,,
1.166866s;I2C, W, Data, 0x6b, Ack,,,
1.167075s;I2C, Repeat start,,,,,,
1.167088s;I2C, R, Address, 0x3d, Ack,,,
1.167251s;I2C, R, Data, 0x00, Nack,,,
1.167407s;I2C, Stop,,,,,,
1.167430s;I2C, Start,,,,,,
1.167442s;I2C, W, Address, 0x3c, Ack,,,
1.167602s;I2C, W, Data, 0x6c, Ack,,,
1.167813s;I2C, Repeat start,,,,,,
1.167825s;I2C, R, Address, 0x3d, Ack,,,
1.167989s;I2C, R, Data, 0x20, Nack,,,
1.168142s;I2C, Stop,,,,,,
1.168165s;I2C, Start,,,,,,
1.168177s;I2C, W, Address, 0x3c, Ack,,,
1.168337s;I2C, W, Data, 0x6d, Ack,,,
1.168544s;I2C, Repeat start,,,,,,
1.168556s;I2C, R, Address, 0x3d, Ack,,,
1.168720s;I2C, R, Data, 0xfe, Nack,,,
1.168880s;I2C, Stop,,,,,,
1.189796s;I2C, Start,,,,,,
1.189808s;I2C, W, Address, 0xd4, Ack,,,
1.189972s;I2C, W, Data, 0x1e, Ack,,,
1.190179s;I2C, Repeat start,,,,,,
1.190191s;I2C, R, Address, 0xd5, Ack,,,
1.190357s;I2C, R, Data, 0x07, Nack,,,
1.190511s;I2C, Stop,,,,,,
1.190535s;I2C, Start,,,,,,
1.190547s;I2C, W, Address, 0xd4, Ack,,,
1.190707s;I2C, W, Data, 0x28, Ack,,,
1.190914s;I2C, Repeat start,,,,,,
1.190926s;I2C, R, Address, 0xd5, Ack,,,
1.191096s;I2C, R, Data, 0x8a, Nack,,,
1.191252s;I2C, Stop,,,,,,
1.191274s;I2C, Start,,,,,,
1.191287s;I2C, W, Address, 0xd4, Ack,,,
1.191447s;I2C, W, Data, 0x29, Ack,,,
1.191649s;I2C, Repeat start,,,,,,
1.191662s;I2C, R, Address, 0xd5, Ack,,,
1.191830s;I2C, R, Data, 0x01, Nack,,,
1.191985s;I2C, Stop,,,,,,
1.192008s;I2C, Start,,,,,,
1.192020s;I2C, W, Address, 0xd4, Ack,,,
1.192180s;I2C, W, Data, 0x2a, Ack,,,
1.192382s;I2C, Repeat start,,,,,,
1.192395s;I2C, R, Address, 0xd5, Ack,,,
1.192561s;I2C, R, Data, 0x75, Nack,,,
1.192712s;I2C, Stop,,,,,,
1.192735s;I2C, Start,,,,,,
1.192747s;I2C, W, Address, 0xd4, Ack,,,
1.192915s;I2C, W, Data, 0x2b, Ack,,,
1.193126s;I2C, Repeat start,,,,,,
1.193138s;I2C, R, Address, 0xd5, Ack,,,
1.193302s;I2C, R, Data, 0x00, Nack,,,
1.193458s;I2C, Stop,,,,,,
1.193480s;I2C, Start,,,,,,
1.193492s;I2C, W, Address, 0xd4, Ack,,,
1.193652s;I2C, W, Data, 0x2c, Ack,,,
1.193863s;I2C, Repeat start,,,,,,
1.193875s;I2C, R, Address, 0xd5, Ack,,,
1.194039s;I2C, R, Data, 0x5d, Nack,,,
1.194195s;I2C, Stop,,,,,,
1.194217s;I2C, Start,,,,,,
1.194230s;I2C, W, Address, 0xd4, Ack,,,
1.194390s;I2C, W, Data, 0x2d, Ack,,,
1.194592s;I2C, Repeat start,,,,,,
1.194605s;I2C, R, Address, 0xd5, Ack,,,
1.194770s;I2C, R, Data, 0x41, Nack,,,
1.194922s;I2C, Stop,,,,,,
1.194947s;I2C, Start,,,,,,
1.194959s;I2C, W, Address, 0xd4, Ack,,,
1.195125s;I2C, W, Data, 0x1e, Ack,,,
1.195327s;I2C, Repeat start,,,,,,
1.195340s;I2C, R, Address, 0xd5, Ack,,,
1.195504s;I2C, R, Data, 0x06, Nack,,,
1.195659s;I2C, Stop,,,,,,
1.195682s;I2C, Start,,,,,,
1.195694s;I2C, W, Address, 0xd4, Ack,,,
1.195866s;I2C, W, Data, 0x22, Ack,,,
1.196073s;I2C, Repeat start,,,,,,
1.196085s;I2C, R, Address, 0xd5, Ack,,,
1.196253s;I2C, R, Data, 0x41, Nack,,,
1.196405s;I2C, Stop,,,,,,
1.196429s;I2C, Start,,,,,,
1.196442s;I2C, W, Address, 0xd4, Ack,,,
1.196599s;I2C, W, Data, 0x23, Ack,,,
1.196806s;I2C, Repeat start,,,,,,
1.196818s;I2C, R, Address, 0xd5, Ack,,,
1.196990s;I2C, R, Data, 0x01, Nack,,,
1.197142s;I2C, Stop,,,,,,
1.197167s;I2C, Start,,,,,,
1.197179s;I2C, W, Address, 0xd4, Ack,,,
1.197339s;I2C, W, Data, 0x24, Ack,,,
1.197543s;I2C, Repeat start,,,,,,
1.197556s;I2C, R, Address, 0xd5, Ack,,,
1.198137s;I2C, R, Data, 0x3d, Nack,,,
1.198289s;I2C, Stop,,,,,,
1.198313s;I2C, Start,,,,,,
1.198326s;I2C, W, Address, 0xd4, Ack,,,
1.198483s;I2C, W, Data, 0x25, Ack,,,
1.198690s;I2C, Repeat start,,,,,,
1.198703s;I2C, R, Address, 0xd5, Ack,,,
1.198868s;I2C, R, Data, 0x00, Nack,,,
1.199028s;I2C, Stop,,,,,,
1.199051s;I2C, Start,,,,,,
1.199063s;I2C, W, Address, 0xd4, Ack,,,
1.199229s;I2C, W, Data, 0x26, Ack,,,
1.199436s;I2C, Repeat start,,,,,,
1.199448s;I2C, R, Address, 0xd5, Ack,,,
1.199616s;I2C, R, Data, 0x2c, Nack,,,
1.199768s;I2C, Stop,,,,,,
1.199792s;I2C, Start,,,,,,
1.199804s;I2C, W, Address, 0xd4, Ack,,,
1.199968s;I2C, W, Data, 0x27, Ack,,,
1.200173s;I2C, Repeat start,,,,,,
1.200185s;I2C, R, Address, 0xd5, Ack,,,
1.200351s;I2C, R, Data, 0xff, Nack,,,
1.200503s;I2C, Stop,,,,,,
1.200675s;I2C, Start,,,,,,
1.200687s;I2C, W, Address, 0x3c, Ack,,,
1.200847s;I2C, W, Data, 0x68, Ack,,,
1.201052s;I2C, Repeat start,,,,,,
1.201064s;I2C, R, Address, 0x3d, Ack,,,
1.201234s;I2C, R, Data, 0x17, Nack,,,
1.201390s;I2C, Stop,,,,,,
1.201412s;I2C, Start,,,,,,
1.201424s;I2C, W, Address, 0x3c, Ack,,,
1.201584s;I2C, W, Data, 0x69, Ack,,,
1.201787s;I2C, Repeat start,,,,,,
1.201799s;I2C, R, Address, 0x3d, Ack,,,
1.202016s;I2C, R, Data, 0x00, Nack,,,
1.202170s;I2C, Stop,,,,,,
1.202192s;I2C, Start,,,,,,
1.202205s;I2C, W, Address, 0x3c, Ack,,,
1.202364s;I2C, W, Data, 0x6a, Ack,,,
1.202569s;I2C, Repeat start,,,,,,
1.202582s;I2C, R, Address, 0x3d, Ack,,,
1.202747s;I2C, R, Data, 0x35, Nack,,,
1.202901s;I2C, Stop,,,,,,
1.202924s;I2C, Start,,,,,,
1.202936s;I2C, W, Address, 0x3c, Ack,,,
1.203096s;I2C, W, Data, 0x6b, Ack,,,
1.203309s;I2C, Repeat start,,,,,,
1.203321s;I2C, R, Address, 0x3d, Ack,,,
1.203485s;I2C, R, Data, 0x00, Nack,,,
1.203640s;I2C, Stop,,,,,,
1.203663s;I2C, Start,,,,,,
1.203675s;I2C, W, Address, 0x3c, Ack,,,
1.203835s;I2C, W, Data, 0x6c, Ack,,,
1.204046s;I2C, Repeat start,,,,,,
1.204058s;I2C, R, Address, 0x3d, Ack,,,
1.204222s;I2C, R, Data, 0x24, Nack,,,
1.204376s;I2C, Stop,,,,,,
1.204398s;I2C, Start,,,,,,
1.204410s;I2C, W, Address, 0x3c, Ack,,,
1.204570s;I2C, W, Data, 0x6d, Ack,,,
1.204777s;I2C, Repeat start,,,,,,
1.204789s;I2C, R, Address, 0x3d, Ack,,,
1.204959s;I2C, R, Data, 0xfe, Nack,,,
1.205113s;I2C, Stop,,,,,,
1.225896s;I2C, Start,,,,,,
1.225908s;I2C, W, Address, 0xd4, Ack,,,
1.226076s;I2C, W, Data, 0x1e, Ack,,,
1.226279s;I2C, Repeat start,,,,,,
1.226291s;I2C, R, Address, 0xd5, Ack,,,
1.226455s;I2C, R, Data, 0x07, Nack,,,
1.226611s;I2C, Stop,,,,,,
1.226633s;I2C, Start,,,,,,
1.226646s;I2C, W, Address, 0xd4, Ack,,,
1.226805s;I2C, W, Data, 0x28, Ack,,,
1.227012s;I2C, Repeat start,,,,,,
1.227024s;I2C, R, Address, 0xd5, Ack,,,
1.227194s;I2C, R, Data, 0x8a, Nack,,,
1.227350s;I2C, Stop,,,,,,
1.227373s;I2C, Start,,,,,,
1.227385s;I2C, W, Address, 0xd4, Ack,,,
1.227545s;I2C, W, Data, 0x29, Ack,,,
1.227751s;I2C, Repeat start,,,,,,
1.227764s;I2C, R, Address, 0xd5, Ack,,,
1.227934s;I2C, R, Data, 0x01, Nack,,,
1.228087s;I2C, Stop,,,,,,
1.228110s;I2C, Start,,,,,,
1.228122s;I2C, W, Address, 0xd4, Ack,,,
1.228282s;I2C, W, Data, 0x2a, Ack,,,
1.228489s;I2C, Repeat start,,,,,,
1.228499s;I2C, R, Address, 0xd5, Ack,,,
1.228663s;I2C, R, Data, 0x7e, Nack,,,
1.228818s;I2C, Stop,,,,,,
1.228839s;I2C, Start,,,,,,
1.228853s;I2C, W, Address, 0xd4, Ack,,,
1.229021s;I2C, W, Data, 0x2b, Ack,,,
1.229230s;I2C, Repeat start,,,,,,
1.229242s;I2C, R, Address, 0xd5, Ack,,,
1.229406s;I2C, R, Data, 0x00, Nack,,,
1.229562s;I2C, Stop,,,,,,
1.229584s;I2C, Start,,,,,,
1.229597s;I2C, W, Address, 0xd4, Ack,,,
1.229756s;I2C, W, Data, 0x2c, Ack,,,
1.229967s;I2C, Repeat start,,,,,,
1.229978s;I2C, R, Address, 0xd5, Ack,,,
1.230141s;I2C, R, Data, 0x64, Nack,,,
1.230297s;I2C, Stop,,,,,,
1.230320s;I2C, Start,,,,,,
1.230332s;I2C, W, Address, 0xd4, Ack,,,
1.230492s;I2C, W, Data, 0x2d, Ack,,,
1.230698s;I2C, Repeat start,,,,,,
1.230711s;I2C, R, Address, 0xd5, Ack,,,
1.230875s;I2C, R, Data, 0x41, Nack,,,
1.231030s;I2C, Stop,,,,,,
1.231053s;I2C, Start,,,,,,
1.231065s;I2C, W, Address, 0xd4, Ack,,,
1.231231s;I2C, W, Data, 0x1e, Ack,,,
1.231434s;I2C, Repeat start,,,,,,
1.231446s;I2C, R, Address, 0xd5, Ack,,,
1.231610s;I2C, R, Data, 0x06, Nack,,,
1.231766s;I2C, Stop,,,,,,
1.231788s;I2C, Start,,,,,,
1.231800s;I2C, W, Address, 0xd4, Ack,,,
1.231970s;I2C, W, Data, 0x22, Ack,,,
1.232177s;I2C, Repeat start,,,,,,
1.232189s;I2C, R, Address, 0xd5, Ack,,,
1.232353s;I2C, R, Data, 0x44, Nack,,,
1.232507s;I2C, Stop,,,,,,
1.232529s;I2C, Start,,,,,,
1.232542s;I2C, W, Address, 0xd4, Ack,,,
1.232701s;I2C, W, Data, 0x23, Ack,,,
1.232908s;I2C, Repeat start,,,,,,
1.232921s;I2C, R, Address, 0xd5, Ack,,,
1.233091s;I2C, R, Data, 0x01, Nack,,,
1.233246s;I2C, Stop,,,,,,
1.233269s;I2C, Start,,,,,,
1.233281s;I2C, W, Address, 0xd4, Ack,,,
1.233441s;I2C, W, Data, 0x24, Ack,,,
1.233648s;I2C, Repeat start,,,,,,
1.233660s;I2C, R, Address, 0xd5, Ack,,,
1.233836s;I2C, R, Data, 0x50, Nack,,,
1.233988s;I2C, Stop,,,,,,
1.234012s;I2C, Start,,,,,,
1.234024s;I2C, W, Address, 0xd4, Ack,,,
1.234182s;I2C, W, Data, 0x25, Ack,,,
1.234389s;I2C, Repeat start,,,,,,
1.234401s;I2C, R, Address, 0xd5, Ack,,,
1.234565s;I2C, R, Data, 0x00, Nack,,,
1.234719s;I2C, Stop,,,,,,
1.234741s;I2C, Start,,,,,,
1.234754s;I2C, W, Address, 0xd4, Ack,,,
1.234921s;I2C, W, Data, 0x26, Ack,,,
1.235147s;I2C, Repeat start,,,,,,
1.235159s;I2C, R, Address, 0xd5, Ack,,,
1.235323s;I2C, R, Data, 0x2d, Nack,,,
1.235479s;I2C, Stop,,,,,,
1.235501s;I2C, Start,,,,,,
1.235513s;I2C, W, Address, 0xd4, Ack,,,
1.235673s;I2C, W, Data, 0x27, Ack,,,
1.235884s;I2C, Repeat start,,,,,,
1.235896s;I2C, R, Address, 0xd5, Ack,,,
1.236060s;I2C, R, Data, 0xff, Nack,,,
1.236216s;I2C, Stop,,,,,,
1.236386s;I2C, Start,,,,,,
1.236398s;I2C, W, Address, 0x3c, Ack,,,
1.236558s;I2C, W, Data, 0x68, Ack,,,
1.236761s;I2C, Repeat start,,,,,,
1.236773s;I2C, R, Address, 0x3d, Ack,,,
1.236937s;I2C, R, Data, 0x17, Nack,,,
1.237098s;I2C, Stop,,,,,,
1.237121s;I2C, Start,,,,,,
1.237133s;I2C, W, Address, 0x3c, Ack,,,
1.237293s;I2C, W, Data, 0x69, Ack,,,
1.237498s;I2C, Repeat start,,,,,,
1.237510s;I2C, R, Address, 0x3d, Ack,,,
1.237674s;I2C, R, Data, 0x00, Nack,,,
1.237834s;I2C, Stop,,,,,,
1.237856s;I2C, Start,,,,,,
1.237871s;I2C, W, Address, 0x3c, Ack,,,
1.238034s;I2C, W, Data, 0x6a, Ack,,,
1.238241s;I2C, Repeat start,,,,,,
1.238254s;I2C, R, Address, 0x3d, Ack,,,
1.238417s;I2C, R, Data, 0x35, Nack,,,
1.238573s;I2C, Stop,,,,,,
1.238596s;I2C, Start,,,,,,
1.238608s;I2C, W, Address, 0x3c, Ack,,,
1.238768s;I2C, W, Data, 0x6b, Ack,,,
1.238974s;I2C, Repeat start,,,,,,
1.238987s;I2C, R, Address, 0x3d, Ack,,,
1.239157s;I2C, R, Data, 0x00, Nack,,,
1.239312s;I2C, Stop,,,,,,
1.239335s;I2C, Start,,,,,,
1.239347s;I2C, W, Address, 0x3c, Ack,,,
1.239507s;I2C, W, Data, 0x6c, Ack,,,
1.239710s;I2C, Repeat start,,,,,,
1.239722s;I2C, R, Address, 0x3d, Ack,,,
1.239890s;I2C, R, Data, 0x23, Nack,,,
1.240046s;I2C, Stop,,,,,,
1.240068s;I2C, Start,,,,,,
1.240080s;I2C, W, Address, 0x3c, Ack,,,
1.240240s;I2C, W, Data, 0x6d, Ack,,,
1.240443s;I2C, Repeat start,,,,,,
1.240455s;I2C, R, Address, 0x3d, Ack,,,
1.240621s;I2C, R, Data, 0xfe, Nack,,,
1.240773s;I2C, Stop,,,,,,
1.271796s;I2C, Start,,,,,,
1.271808s;I2C, W, Address, 0xd4, Ack,,,
1.271968s;I2C, W, Data, 0x1e, Ack,,,
1.272175s;I2C, Repeat start,,,,,,
1.272187s;I2C, R, Address, 0xd5, Ack,,,
1.272351s;I2C, R, Data, 0x07, Nack,,,
1.272504s;I2C, Stop,,,,,,
1.272527s;I2C, Start,,,,,,
1.272539s;I2C, W, Address, 0xd4, Ack,,,
1.272699s;I2C, W, Data, 0x28, Ack,,,
1.272906s;I2C, Repeat start,,,,,,
1.272916s;I2C, R, Address, 0xd5, Ack,,,
1.273088s;I2C, R, Data, 0x8b, Nack,,,
1.273242s;I2C, Stop,,,,,,
1.273264s;I2C, Start,,,,,,
1.273278s;I2C, W, Address, 0xd4, Ack,,,
1.273436s;I2C, W, Data, 0x29, Ack,,,
1.273643s;I2C, Repeat start,,,,,,
1.273655s;I2C, R, Address, 0xd5, Ack,,,
1.273829s;I2C, R, Data, 0x01, Nack,,,
1.273985s;I2C, Stop,,,,,,
1.274008s;I2C, Start,,,,,,
1.274020s;I2C, W, Address, 0xd4, Ack,,,
1.274180s;I2C, W, Data, 0x2a, Ack,,,
1.274386s;I2C, Repeat start,,,,,,
1.274399s;I2C, R, Address, 0xd5, Ack,,,
1.274563s;I2C, R, Data, 0x7c, Nack,,,
1.274718s;I2C, Stop,,,,,,
1.274739s;I2C, Start,,,,,,
1.274751s;I2C, W, Address, 0xd4, Ack,,,
1.274911s;I2C, W, Data, 0x2b, Ack,,,
1.275124s;I2C, Repeat start,,,,,,
1.275136s;I2C, R, Address, 0xd5, Ack,,,
1.275304s;I2C, R, Data, 0x00, Nack,,,
1.275455s;I2C, Stop,,,,,,
1.275480s;I2C, Start,,,,,,
1.275492s;I2C, W, Address, 0xd4, Ack,,,
1.275650s;I2C, W, Data, 0x2c, Ack,,,
1.275861s;I2C, Repeat start,,,,,,
1.275873s;I2C, R, Address, 0xd5, Ack,,,
1.276039s;I2C, R, Data, 0x5d, Nack,,,
1.276193s;I2C, Stop,,,,,,
1.276215s;I2C, Start,,,,,,
1.276228s;I2C, W, Address, 0xd4, Ack,,,
1.276385s;I2C, W, Data, 0x2d, Ack,,,
1.276592s;I2C, Repeat start,,,,,,
1.276604s;I2C, R, Address, 0xd5, Ack,,,
1.276768s;I2C, R, Data, 0x41, Nack,,,
1.276928s;I2C, Stop,,,,,,
1.276951s;I2C, Start,,,,,,
1.276963s;I2C, W, Address, 0xd4, Ack,,,
1.277129s;I2C, W, Data, 0x1e, Ack,,,
1.277336s;I2C, Repeat start,,,,,,
1.277348s;I2C, R, Address, 0xd5, Ack,,,
1.277512s;I2C, R, Data, 0x06, Nack,,,
1.277665s;I2C, Stop,,,,,,
1.277690s;I2C, Start,,,,,,
1.277702s;I2C, W, Address, 0xd4, Ack,,,
1.277866s;I2C, W, Data, 0x22, Ack,,,
1.278069s;I2C, Repeat start,,,,,,
1.278081s;I2C, R, Address, 0xd5, Ack,,,
1.278245s;I2C, R, Data, 0x39, Nack,,,
1.278401s;I2C, Stop,,,,,,
1.278423s;I2C, Start,,,,,,
1.278435s;I2C, W, Address, 0xd4, Ack,,,
1.278595s;I2C, W, Data, 0x23, Ack,,,
1.278802s;I2C, Repeat start,,,,,,
1.278814s;I2C, R, Address, 0xd5, Ack,,,
1.278988s;I2C, R, Data, 0x01, Nack,,,
1.279140s;I2C, Stop,,,,,,
1.279164s;I2C, Start,,,,,,
1.279177s;I2C, W, Address, 0xd4, Ack,,,
1.279336s;I2C, W, Data, 0x24, Ack,,,
1.279539s;I2C, Repeat start,,,,,,
1.279551s;I2C, R, Address, 0xd5, Ack,,,
1.279721s;I2C, R, Data, 0x43, Nack,,,
1.279879s;I2C, Stop,,,,,,
1.279902s;I2C, Start,,,,,,
1.279916s;I2C, W, Address, 0xd4, Ack,,,
1.280074s;I2C, W, Data, 0x25, Ack,,,
1.280281s;I2C, Repeat start,,,,,,
1.280293s;I2C, R, Address, 0xd5, Ack,,,
1.280457s;I2C, R, Data, 0x00, Nack,,,
1.280610s;I2C, Stop,,,,,,
1.280633s;I2C, Start,,,,,,
1.280645s;I2C, W, Address, 0xd4, Ack,,,
1.280805s;I2C, W, Data, 0x26, Ack,,,
1.281016s;I2C, Repeat start,,,,,,
1.281028s;I2C, R, Address, 0xd5, Ack,,,
1.281192s;I2C, R, Data, 0x32, Nack,,,
1.281348s;I2C, Stop,,,,,,
1.281370s;I2C, Start,,,,,,
1.281382s;I2C, W, Address, 0xd4, Ack,,,
1.281542s;I2C, W, Data, 0x27, Ack,,,
1.283949s;I2C, Repeat start,,,,,,
1.283961s;I2C, R, Address, 0xd5, Ack,,,
1.284125s;I2C, R, Data, 0xff, Nack,,,
1.284284s;I2C, Stop,,,,,,
1.284465s;I2C, Start,,,,,,
1.284477s;I2C, W, Address, 0x3c, Ack,,,
1.284637s;I2C, W, Data, 0x68, Ack,,,
1.284841s;I2C, Repeat start,,,,,,
1.284854s;I2C, R, Address, 0x3d, Ack,,,
1.285020s;I2C, R, Data, 0x18, Nack,,,
1.285177s;I2C, Stop,,,,,,
1.285200s;I2C, Start,,,,,,
1.285212s;I2C, W, Address, 0x3c, Ack,,,
1.285372s;I2C, W, Data, 0x69, Ack,,,
1.285575s;I2C, Repeat start,,,,,,
1.285587s;I2C, R, Address, 0x3d, Ack,,,
1.285751s;I2C, R, Data, 0x00, Nack,,,
1.285906s;I2C, Stop,,,,,,
1.285929s;I2C, Start,,,,,,
1.285941s;I2C, W, Address, 0x3c, Ack,,,
1.286099s;I2C, W, Data, 0x6a, Ack,,,
1.286306s;I2C, Repeat start,,,,,,
1.286318s;I2C, R, Address, 0x3d, Ack,,,
1.286492s;I2C, R, Data, 0x35, Nack,,,
1.286644s;I2C, Stop,,,,,,
1.286668s;I2C, Start,,,,,,
1.286681s;I2C, W, Address, 0x3c, Ack,,,
1.286838s;I2C, W, Data, 0x6b, Ack,,,
1.287045s;I2C, Repeat start,,,,,,
1.287057s;I2C, R, Address, 0x3d, Ack,,,
1.287264s;I2C, R, Data, 0x00, Nack,,,
1.287420s;I2C, Stop,,,,,,
1.287442s;I2C, Start,,,,,,
1.287455s;I2C, W, Address, 0x3c, Ack,,,
1.287614s;I2C, W, Data, 0x6c, Ack,,,
1.287817s;I2C, Repeat start,,,,,,
1.287830s;I2C, R, Address, 0x3d, Ack,,,
1.287995s;I2C, R, Data, 0x21, Nack,,,
1.288147s;I2C, Stop,,,,,,
1.288169s;I2C, Start,,,,,,
1.288182s;I2C, W, Address, 0x3c, Ack,,,
1.288342s;I2C, W, Data, 0x6d, Ack,,,
1.288554s;I2C, Repeat start,,,,,,
1.288565s;I2C, R, Address, 0x3d, Ack,,,
1.288729s;I2C, R, Data, 0xfe, Nack,,,
1.288884s;I2C, Stop,,,,,,
1.309186s;I2C, Start,,,,,,
1.309198s;I2C, W, Address, 0xd4, Ack,,,
1.309358s;I2C, W, Data, 0x1e, Ack,,,
1.309565s;I2C, Repeat start,,,,,,
1.309577s;I2C, R, Address, 0xd5, Ack,,,
1.309741s;I2C, R, Data, 0x07, Nack,,,
1.309897s;I2C, Stop,,,,,,
1.309919s;I2C, Start,,,,,,
1.309932s;I2C, W, Address, 0xd4, Ack,,,
1.310091s;I2C, W, Data, 0x28, Ack,,,
1.310298s;I2C, Repeat start,,,,,,
1.310310s;I2C, R, Address, 0xd5, Ack,,,
1.310480s;I2C, R, Data, 0x8a, Nack,,,
1.310636s;I2C, Stop,,,,,,
1.310659s;I2C, Start,,,,,,
1.310671s;I2C, W, Address, 0xd4, Ack,,,
1.310831s;I2C, W, Data, 0x29, Ack,,,
1.311037s;I2C, Repeat start,,,,,,
1.311050s;I2C, R, Address, 0xd5, Ack,,,
1.311232s;I2C, R, Data, 0x01, Nack,,,
1.311386s;I2C, Stop,,,,,,
1.311408s;I2C, Start,,,,,,
1.311420s;I2C, W, Address, 0xd4, Ack,,,
1.311580s;I2C, W, Data, 0x2a, Ack,,,
1.311785s;I2C, Repeat start,,,,,,
1.311797s;I2C, R, Address, 0xd5, Ack,,,
1.311963s;I2C, R, Data, 0x77, Nack,,,
1.312117s;I2C, Stop,,,,,,
1.312139s;I2C, Start,,,,,,
1.312152s;I2C, W, Address, 0xd4, Ack,,,
1.312311s;I2C, W, Data, 0x2b, Ack,,,
1.312522s;I2C, Repeat start,,,,,,
1.312535s;I2C, R, Address, 0xd5, Ack,,,
1.312698s;I2C, R, Data, 0x00, Nack,,,
1.312854s;I2C, Stop,,,,,,
1.312877s;I2C, Start,,,,,,
1.312889s;I2C, W, Address, 0xd4, Ack,,,
1.313049s;I2C, W, Data, 0x2c, Ack,,,
1.313260s;I2C, Repeat start,,,,,,
1.313272s;I2C, R, Address, 0xd5, Ack,,,
